dimension_id,maker,model,slug,generation,phase,trim,drive,transmission,length_mm,width_mm,height_mm,weight_kg,structural_check,manufacturer_check,checked_fields,findings,in_git_seed,sources,notes
"4562","レクサス","LX","lx","600 (2022-)","現行型","LX600 EXECUTIVE","4WD","10AT","5100","1990","1895","2600","基礎整合性検査済み","未照合","","未判定","あり","",""
"4563","レクサス","LX","lx","600 (2022-)","現行型","LX600 OFFROAD","4WD","10AT","5100","1990","1885","2580","基礎整合性検査済み","未照合","","未判定","あり","",""
"4564","ホンダ","CR-V","cr-v","6代目 (2024-)","現行型","e:HEV RS","2WD","CVT","4700","1865","1680","1750","基礎整合性検査済み","資料照合実施（項目限定）","全長mm / 全幅mm / 全高mm / 車両重量kg","世代・グレード不整合","あり","https://www.honda.co.jp/CR-V/common/pdf/cr-v_spec_list.pdf?from=car_footer | https://global.honda/jp/news/2026/4260226-cr-v.html","数値は2026年2月の国内e:HEV RSと一致。登録世代名の2024年は国内e:HEVの販売時期と一致しない。 | 登録データは2026年国内e:HEVと一致するが、2024年開始と表示。2024年の国内CR-V e:FCEVと混同させない。"
"4565","ホンダ","CR-V","cr-v","6代目 (2024-)","現行型","e:HEV RS","4WD","CVT","4700","1865","1690","1800","基礎整合性検査済み","資料照合実施（項目限定）","全長mm / 全幅mm / 全高mm / 車両重量kg","世代・グレード不整合","あり","https://www.honda.co.jp/CR-V/common/pdf/cr-v_spec_list.pdf?from=car_footer | https://global.honda/jp/news/2026/4260226-cr-v.html","数値は2026年2月の国内e:HEV RSと一致。登録世代名の2024年は国内e:HEVの販売時期と一致しない。 | 登録データは2026年国内e:HEVと一致するが、2024年開始と表示。2024年の国内CR-V e:FCEVと混同させない。"
"4566","ホンダ","ZR-V","zr-v","初代 (2023-)","現行型","X 1.5T","2WD","CVT","4570","1840","1620","1470","基礎整合性検査済み","資料照合実施（項目限定）","全長mm / 全幅mm / 全高mm","照合項目に不一致なし・未照合項目あり得る","あり","https://www.honda.co.jp/auto-archive/zr-v/2026/common/pdf/zrv_spec_list.pdf","2026年改良前のカタログ。X FFの重量はメーカーオプション条件を要確認。"
"4567","ホンダ","ZR-V","zr-v","初代 (2023-)","現行型","Z 1.5T","2WD","CVT","4570","1840","1620","1490","基礎整合性検査済み","資料照合実施（項目限定）","全長mm / 全幅mm / 全高mm / 車両重量kg","照合項目に不一致なし・未照合項目あり得る","あり","https://www.honda.co.jp/auto-archive/zr-v/2026/common/pdf/zrv_spec_list.pdf","2026年改良前のカタログ。X FFの重量はメーカーオプション条件を要確認。"
"4568","ホンダ","ZR-V","zr-v","初代 (2023-)","現行型","e:HEV Z","2WD","CVT","4570","1840","1620","1580","基礎整合性検査済み","資料照合実施（項目限定）","全長mm / 全幅mm / 全高mm / 車両重量kg","照合項目に不一致なし・未照合項目あり得る","あり","https://www.honda.co.jp/auto-archive/zr-v/2026/common/pdf/zrv_spec_list.pdf","2026年改良前のカタログ。X FFの重量はメーカーオプション条件を要確認。"
"4569","ホンダ","ZR-V","zr-v","初代 (2023-)","現行型","e:HEV Z","4WD","CVT","4570","1840","1620","1630","基礎整合性検査済み","資料照合実施（項目限定）","全長mm / 全幅mm / 全高mm / 車両重量kg","照合項目に不一致なし・未照合項目あり得る","あり","https://www.honda.co.jp/auto-archive/zr-v/2026/common/pdf/zrv_spec_list.pdf","2026年改良前のカタログ。X FFの重量はメーカーオプション条件を要確認。"
"4570","ホンダ","ステップワゴン","stepwgn","6代目 RP6/RP7/RP8 (2022-)","現行型","AIR 1.5T","2WD","CVT","4800","1750","1840","1710","基礎整合性検査済み","資料照合実施（項目限定）","全長mm / 全幅mm / 全高mm / 車両重量kg","照合項目に不一致なし・未照合項目あり得る","あり","https://www.honda.co.jp/factbook/auto/STEPWGN/220526/P34.pdf","2022年発売時7人乗り標準仕様。現行AIR EXとは異なる。"
"4571","ホンダ","ステップワゴン","stepwgn","6代目 RP6/RP7/RP8 (2022-)","現行型","AIR 1.5T","4WD","CVT","4800","1750","1855","1790","基礎整合性検査済み","資料照合実施（項目限定）","全長mm / 全幅mm / 全高mm / 車両重量kg","照合項目に不一致なし・未照合項目あり得る","あり","https://www.honda.co.jp/factbook/auto/STEPWGN/220526/P34.pdf","2022年発売時7人乗り標準仕様。現行AIR EXとは異なる。"
"4572","ホンダ","ステップワゴン","stepwgn","6代目 RP6/RP7/RP8 (2022-)","現行型","e:HEV AIR","2WD","CVT","4800","1750","1840","1810","基礎整合性検査済み","資料照合実施（項目限定）","全長mm / 全幅mm / 全高mm / 車両重量kg","照合項目に不一致なし・未照合項目あり得る","あり","https://www.honda.co.jp/factbook/auto/STEPWGN/220526/P34.pdf","2022年発売時7人乗り標準仕様。現行AIR EXとは異なる。"
"4573","ホンダ","ステップワゴン","stepwgn","6代目 RP6/RP7/RP8 (2022-)","現行型","SPADA 1.5T","2WD","CVT","4830","1750","1840","1740","基礎整合性検査済み","資料照合実施（項目限定）","全長mm / 全幅mm / 全高mm / 車両重量kg","照合項目に不一致なし・未照合項目あり得る","あり","https://www.honda.co.jp/factbook/auto/STEPWGN/220526/P34.pdf","2022年発売時7人乗り標準仕様。現行AIR EXとは異なる。"
"4574","ホンダ","ステップワゴン","stepwgn","6代目 RP6/RP7/RP8 (2022-)","現行型","e:HEV SPADA","2WD","CVT","4830","1750","1840","1840","基礎整合性検査済み","資料照合実施（項目限定）","全長mm / 全幅mm / 全高mm / 車両重量kg","照合項目に不一致なし・未照合項目あり得る","あり","https://www.honda.co.jp/factbook/auto/STEPWGN/220526/P34.pdf","2022年発売時7人乗り標準仕様。現行AIR EXとは異なる。"
"4575","ホンダ","ステップワゴン","stepwgn","6代目 RP6/RP7/RP8 (2022-)","現行型","SPADA PREMIUM LINE","2WD","CVT","4830","1750","1845","1740","基礎整合性検査済み","資料照合実施（項目限定）","全長mm / 全幅mm / 全高mm / 車両重量kg","照合項目に不一致なし・未照合項目あり得る","あり","https://www.honda.co.jp/factbook/auto/STEPWGN/220526/P34.pdf","2022年発売時7人乗り標準仕様。現行AIR EXとは異なる。"
"4576","ホンダ","オデッセイ","odyssey","5代目 RC系 (2023-)","現行型","e:HEV ABSOLUTE","2WD","CVT","4860","1820","1695","1920","基礎整合性検査済み","資料照合実施（項目限定）","全長mm / 全幅mm / 全高mm / 車両重量kg","照合項目に不一致なし・未照合項目あり得る","あり","https://www.honda.co.jp/ODYSSEY/common/pdf/odyssey_spec_list.pdf",""
"4577","ホンダ","オデッセイ","odyssey","5代目 RC系 (2023-)","現行型","e:HEV ABSOLUTE EX","2WD","CVT","4860","1820","1695","1950","基礎整合性検査済み","資料照合実施（項目限定）","全長mm / 全幅mm / 全高mm / 車両重量kg","照合項目に不一致なし・未照合項目あり得る","あり","https://www.honda.co.jp/ODYSSEY/common/pdf/odyssey_spec_list.pdf",""
"4578","ホンダ","ヴェゼル","vezel","2代目 (2021-)","現行型","G 1.5L","2WD","CVT","4330","1790","1580","1250","基礎整合性検査済み","資料照合実施（項目限定）","全長mm / 全幅mm / 全高mm / 車両重量kg","照合項目に不一致なし・未照合項目あり得る","あり","https://www.honda.co.jp/auto-archive/vezel/2024/common/pdf/vezel_spec_list.pdf","2024年4月改良前の仕様。現行型一括表示の改善対象。"
"4579","ホンダ","ヴェゼル","vezel","2代目 (2021-)","現行型","e:HEV X","2WD","CVT","4330","1790","1580","1350","基礎整合性検査済み","資料照合実施（項目限定）","全長mm / 全幅mm / 全高mm / 車両重量kg","照合項目に不一致なし・未照合項目あり得る","あり","https://www.honda.co.jp/auto-archive/vezel/2024/common/pdf/vezel_spec_list.pdf","2024年4月改良前の仕様。現行型一括表示の改善対象。"
"4580","ホンダ","ヴェゼル","vezel","2代目 (2021-)","現行型","e:HEV Z","2WD","CVT","4330","1790","1590","1380","基礎整合性検査済み","資料照合実施（項目限定）","全長mm / 全幅mm / 全高mm / 車両重量kg","照合項目に不一致なし・未照合項目あり得る","あり","https://www.honda.co.jp/auto-archive/vezel/2024/common/pdf/vezel_spec_list.pdf","2024年4月改良前の仕様。現行型一括表示の改善対象。"
"4581","ホンダ","ヴェゼル","vezel","2代目 (2021-)","現行型","e:HEV Z","4WD","CVT","4330","1790","1590","1450","基礎整合性検査済み","資料照合実施（項目限定）","全長mm / 全幅mm / 全高mm / 車両重量kg","照合項目に不一致なし・未照合項目あり得る","あり","https://www.honda.co.jp/auto-archive/vezel/2024/common/pdf/vezel_spec_list.pdf","2024年4月改良前の仕様。現行型一括表示の改善対象。"
"4582","ホンダ","WR-V","wr-v","初代 (2024-)","現行型","X","2WD","CVT","4325","1790","1650","1210","基礎整合性検査済み","資料照合実施（項目限定）","全長mm / 全幅mm / 全高mm / 車両重量kg","照合項目に不一致なし・未照合項目あり得る","あり","https://www.honda.co.jp/WR-V/common/pdf/wrv_spec_list.pdf","X/Zの標準仕様。"
"4583","ホンダ","WR-V","wr-v","初代 (2024-)","現行型","Z","2WD","CVT","4325","1790","1650","1230","基礎整合性検査済み","資料照合実施（項目限定）","全長mm / 全幅mm / 全高mm / 車両重量kg","照合項目に不一致なし・未照合項目あり得る","あり","https://www.honda.co.jp/WR-V/common/pdf/wrv_spec_list.pdf","X/Zの標準仕様。"
"4584","日産","エクストレイル","x-trail","T33型 4代目 (2022-)","現行型","X e-POWER","2WD","e-POWER","4660","1840","1720","1750","基礎整合性検査済み","未照合","","未判定","あり","",""
"4585","日産","エクストレイル","x-trail","T33型 4代目 (2022-)","現行型","X e-4ORCE","4WD","e-POWER","4660","1840","1720","1850","基礎整合性検査済み","未照合","","未判定","あり","",""
"4586","日産","エクストレイル","x-trail","T33型 4代目 (2022-)","現行型","G e-4ORCE","4WD","e-POWER","4660","1840","1720","1880","基礎整合性検査済み","未照合","","未判定","あり","",""
"4587","日産","アリア","ariya","初代 (2022-)","現行型","B6","2WD","1AT(EV)","4595","1850","1655","1920","基礎整合性検査済み","未照合","","未判定","あり","",""
"4588","日産","アリア","ariya","初代 (2022-)","現行型","B6 e-4ORCE","AWD","1AT(EV)","4595","1850","1655","2050","基礎整合性検査済み","未照合","","未判定","あり","",""
"4589","日産","アリア","ariya","初代 (2022-)","現行型","B9 e-4ORCE","AWD","1AT(EV)","4595","1850","1655","2180","基礎整合性検査済み","未照合","","未判定","あり","",""
"4590","日産","キックス","kicks","P15 (2020-)","現行型","X","2WD","e-POWER","4290","1760","1605","1360","基礎整合性検査済み","未照合","","未判定","あり","",""
"4591","日産","キックス","kicks","P15 (2020-)","現行型","X FOUR","4WD","e-POWER","4290","1760","1605","1480","基礎整合性検査済み","未照合","","未判定","あり","",""
"4592","日産","サクラ","sakura","初代 (2022-)","現行型","X","2WD","1AT(EV)","3395","1475","1655","1070","基礎整合性検査済み","未照合","","未判定","あり","",""
"4593","日産","サクラ","sakura","初代 (2022-)","現行型","G","2WD","1AT(EV)","3395","1475","1655","1080","基礎整合性検査済み","未照合","","未判定","あり","",""
"4594","マツダ","CX-80","cx-80","初代 (2024-)","現行型","XD S Package","2WD","8AT","4990","1890","1705","1990","基礎整合性検査済み","資料照合実施（項目限定）","全長mm / 全幅mm / 全高mm / 車両重量kg","照合項目に不一致なし・未照合項目あり得る","あり","https://www.mazda.co.jp/globalassets/assets/cars/cx-80/common/pdf/cx-80_specification_202410.pdf","2025年3月仕様。S Package 1,705mmは正しい。L Packageはサンルーフなし、Premium Sportsはサンルーフ装着値。PHEVの重量・正確なグレード名は未確認。"
"4595","マツダ","CX-80","cx-80","初代 (2024-)","現行型","XD L Package","4WD","8AT","4990","1890","1710","2040","基礎整合性検査済み","資料照合実施（項目限定）","全長mm / 全幅mm / 全高mm / 車両重量kg","照合項目に不一致なし・未照合項目あり得る","あり","https://www.mazda.co.jp/globalassets/assets/cars/cx-80/common/pdf/cx-80_specification_202410.pdf","2025年3月仕様。S Package 1,705mmは正しい。L Packageはサンルーフなし、Premium Sportsはサンルーフ装着値。PHEVの重量・正確なグレード名は未確認。"
"4596","マツダ","CX-80","cx-80","初代 (2024-)","現行型","XD-HYBRID Premium Sport","4WD","8AT","4990","1890","1710","2120","基礎整合性検査済み","資料照合実施（項目限定）","全長mm / 全幅mm / 全高mm / 車両重量kg","照合項目に不一致なし・未照合項目あり得る","あり","https://www.mazda.co.jp/globalassets/assets/cars/cx-80/common/pdf/cx-80_specification_202410.pdf","2025年3月仕様。S Package 1,705mmは正しい。L Packageはサンルーフなし、Premium Sportsはサンルーフ装着値。PHEVの重量・正確なグレード名は未確認。"
